transaction_id,date,merchant_raw,description,amount,transaction_type,payment_method,category,subcategory
TXN_C_001075,2025-06-29 14:26:00,BILLDESK-PAYTM WALLET TOPUP LOAD,Money transfer from bank account to wallet ref:71548,4777.48,transfer,Debit Card,TRANSFER,Other Transfer
TXN_C_001076,2025-12-04 08:19:00,UBER INDIA RIDES BANGALORE,Cab ride home from office commute,387.05,debit,Credit Card,EXPENSE,Transport
TXN_C_001077,2025-09-23 23:38:00,CRED-OLA CABS TRIP #94812,City taxi rideshare transport ref:59074,816.25,debit,Ola Money,EXPENSE,Transport
TXN_C_001078,2025-01-27 18:27:00,CRED-HOTSTAR DISNEY PLUS ANNUAL HYD,Cricket IPL and movie streaming sub ref:94467,770.98,debit,UPI,EXPENSE,Subscriptions
TXN_C_001079,2025-02-20 22:51:00,BIGBASKET SUPERMARKET ORDER PUNE,Monthly household monthly grocery order,4999.21,debit,UPI,EXPENSE,Groceries
TXN_C_001080,2025-05-14 17:10:00,SBI ATM CASH WITHDRAWAL,ATM machine currency cash withdrawal,6459.52,transfer,Debit Card,TRANSFER,Cash Withdrawal
TXN_C_001081,2025-01-15 19:45:00,HDFC BANK ATM OUT OF NETWORK FEE,Non-home bank ATM transaction surcharge,38.21,debit,Bank Debit,EXPENSE,Fees & Charges
TXN_C_001082,2025-04-06 07:41:00,POS SBI TERM DEPOSIT INTEREST,Cumulative term deposit interest,19617.67,credit,Bank Credit,INCOME,Interest
TXN_C_001083,2025-05-14 21:03:00,PAYTM*RAPIDO BIKE TAXI RIDE,Quick metro station last-mile commute,104.95,debit,Paytm,EXPENSE,Transport
TXN_C_001084,2025-02-22 03:29:00,ZERODHA BROKING FUND ADD,UPI funds add to Demat trading account,23805.15,transfer,UPI,TRANSFER,Investment
TXN_C_001085,2025-04-17 12:06:00,RAZORPAY*SBI ATM CASH WITHDRAWAL,ATM machine currency cash withdrawal ref:74781,8523.92,transfer,Debit Card,TRANSFER,Cash Withdrawal
TXN_C_001086,2025-08-03 12:56:00,INDIAN OIL CORP PETROL PUMP,Two-wheeler petrol tank fuel refill,657.5,debit,Debit Card,EXPENSE,Fuel
TXN_C_001087,2025-12-04 18:40:00,INDIGO AIRLINES TICKETS,Direct domestic airfare booking ref:11329,16554.57,debit,Credit Card,EXPENSE,Travel
TXN_C_001088,2025-10-07 00:10:00,SWIGGY*BANGALORE RESTAURANT,Food delivery dinner order biryani,929.09,debit,Debit Card,EXPENSE,Food
TXN_C_001089,2025-03-20 06:55:00,PAYTM WALLET TOPUP LOAD,Money transfer from bank account to wallet,2830.98,transfer,Debit Card,TRANSFER,Other Transfer
TXN_C_001090,2025-09-04 06:05:00,ZEPTO QUICK COMMERCE MUMBAI,10-min grocery delivery milk bread curd ref:26591,591.52,debit,Credit Card,EXPENSE,Groceries
TXN_C_001091,2025-04-09 08:11:00,HDFC BANK ATM WITHDRAWAL,Self cash withdrawal from ATM outlet,18980.57,transfer,Debit Card,TRANSFER,Cash Withdrawal
TXN_C_001092,2025-10-28 09:10:00,OPENAI CHATGPT PLUS SUB,Monthly AI assistant subscription in INR,1696.3,debit,Credit Card,EXPENSE,Subscriptions
TXN_C_001093,2025-06-13 19:06:00,SMAASH ENTERTAINMENT BOWLING,Weekend arcade gaming and bowling,2766.53,debit,Credit Card,EXPENSE,Entertainment
TXN_C_001094,2025-09-19 08:37:00,BHARATPE-AIRTEL PREPAID/POSTPAID BILL BANGALORE,Mobile recharge and 5G family plan,1099.5,debit,Auto Debit,EXPENSE,Bills & Utilities
TXN_C_001095,2025-07-23 00:07:00,SWIGGY INSTAMART GROCERY,Pantry staples oil wheat dal spices,2528.09,debit,UPI,EXPENSE,Groceries
TXN_C_001096,2025-03-16 10:07:00,STARBUCKS COFFEE CONNAUGHT PL DELHI,Cappuccino and classic cold coffee ref:96108,510.16,debit,UPI,EXPENSE,Food
TXN_C_001097,2025-04-30 17:04:00,SWIGGY INSTAMART GROCERY,Pantry staples oil wheat dal spices ref:84379,3640.01,debit,Credit Card,EXPENSE,Groceries
TXN_C_001098,2025-12-10 02:36:00,STARBUCKS COFFEE CONNAUGHT PL,Cappuccino and classic cold coffee ref:46444,751.39,debit,Credit Card,EXPENSE,Food
TXN_C_001099,2025-09-13 01:17:00,UPI TRANSACTION CHARGE/PENALTY PUNE,Bank ECS bounce penalty charges ref:16509,522.93,debit,Bank Debit,EXPENSE,Fees & Charges
TXN_C_001100,2025-01-11 09:01:00,POS AMAZON SELLER SERVICES IN,Online electronics apparel kitchenware,6291.57,debit,Credit Card,EXPENSE,Shopping
TXN_C_001101,2025-08-29 03:53:00,CRED-PAYTM BUSINESS SETTLEMENT CR,Shop sales disbursement,12278.12,credit,Bank Transfer,INCOME,Business Income
TXN_C_001102,2025-11-10 01:25:00,BHARATPE-PAYTM WALLET TOPUP LOAD,Money transfer from bank account to wallet,1909.29,transfer,Debit Card,TRANSFER,Other Transfer
TXN_C_001103,2025-07-11 19:06:00,KITE ZERODHA EQUITY BUY,Stocks portfolio investment purchase,45702.65,transfer,UPI,TRANSFER,Investment
TXN_C_001104,2025-04-26 05:05:00,SBI RECURRING DEPOSIT RD CR PUNE,Monthly recurring deposit savings installment,14760.81,transfer,Auto Debit,TRANSFER,Savings
TXN_C_001105,2025-01-23 03:03:00,PAYTM WALLET TOPUP LOAD,Money transfer from bank account to wallet ref:16880,1668.59,transfer,Debit Card,TRANSFER,Other Transfer
TXN_C_001106,2025-03-03 04:20:00,CRED-SWIGGY*BANGALORE RESTAURANT MUMBAI,Food delivery dinner order biryani,891.81,debit,UPI,EXPENSE,Food
TXN_C_001107,2025-03-04 16:33:00,IHMCL FASTAG TOLL PLAZA,National highway automated toll deduction,415.72,debit,Auto Debit,EXPENSE,Transport
TXN_C_001108,2025-04-26 02:16:00,CRY CHILD RIGHTS CHARITY,Monthly child welfare education donation,2273.33,debit,UPI,EXPENSE,Gifts & Donations
TXN_C_001109,2025-02-09 02:31:00,PAYTM*OPENAI CHATGPT PLUS SUB,Monthly AI assistant subscription in INR,1742.65,debit,Credit Card,EXPENSE,Subscriptions
TXN_C_001110,2025-06-24 06:52:00,PAYTM*ZOMATO FOOD ORDER #49102,Weekend lunch food delivery burger pizza,990.48,debit,Paytm Wallet,EXPENSE,Food
TXN_C_001111,2025-09-16 03:58:00,IMPS/NEFT TO SISTER ACCOUNT NOIDA,Inter-bank savings account funds transfer,29832.73,transfer,Net Banking,TRANSFER,Bank Transfer
TXN_C_001112,2025-07-24 06:04:00,BLINKIT COMMERCE GURGAON STORE,Weekly fresh fruits vegetables eggs,1764.72,debit,Credit Card,EXPENSE,Groceries
TXN_C_001113,2025-08-25 03:47:00,RAZORPAY*BIGBASKET SUPERMARKET ORDER,Monthly household monthly grocery order,2316.51,debit,UPI,EXPENSE,Groceries
TXN_C_001114,2025-06-30 08:07:00,BILLDESK-NOBROKER RENTPAY TO LANDLORD,Monthly 2BHK residential flat house rent,34828.07,debit,Bank Transfer,EXPENSE,Rent & Housing
TXN_C_001115,2025-05-20 11:06:00,PAYTM*BOOKMYSHOW PVR INOX MOVIES HYD,Weekend cinema IMAX movie tickets snacks,495.68,debit,UPI,EXPENSE,Entertainment
TXN_C_001116,2025-09-29 19:31:00,CRED-DPS SCHOOL QUARTERLY TUITION DELHI,School term tuition fees and bus charges,44702.46,debit,UPI,EXPENSE,Education
TXN_C_001117,2025-01-28 01:36:00,HDFC BANK FD INTEREST CR,Quarterly fixed deposit interest payout,3683.91,credit,Bank Credit,INCOME,Interest
TXN_C_001118,2025-12-21 08:31:00,UPI-ZERODHA BROKING FUND ADD HYD,UPI funds add to Demat trading account,5400.21,transfer,UPI,TRANSFER,Investment
TXN_C_001119,2025-01-02 03:11:00,BLINKIT COMMERCE GURGAON NOIDA,Weekly fresh fruits vegetables eggs,1099.54,debit,Credit Card,EXPENSE,Groceries
TXN_C_001120,2025-03-14 00:42:00,PAYTM*DOMINOS PIZZA ONLINE ORDER BANGALORE,Farmhouse medium pizza garlic bread ref:53536,1114.89,debit,Credit Card,EXPENSE,Food
TXN_C_001121,2025-01-05 19:22:00,POS GROWW MUTUAL FUND SIP AUTO,Monthly index fund SIP investment deduction,5097.4,transfer,UPI AutoPay,TRANSFER,Investment
TXN_C_001122,2025-05-29 07:33:00,SBI ATM CASH WITHDRAWAL BANGALORE,ATM machine currency cash withdrawal ref:12279,5889.03,transfer,Debit Card,TRANSFER,Cash Withdrawal
TXN_C_001123,2025-10-07 08:42:00,CRED HDFC CARD BILL PAY PUNE,Monthly credit card outstanding bill payment,33994.82,transfer,Net Banking,TRANSFER,Credit Card Payment
TXN_C_001124,2025-09-23 21:54:00,URBAN COMPANY PLUMBER CARPENTER,Home tap repair carpentry maintenance,799.94,debit,Cash,EXPENSE,Other Expense
TXN_C_001125,2025-03-14 11:31:00,NETFLIX INDIA MONTHLY PLAN HYD,Monthly 4K Ultra HD video streaming,495.72,debit,Credit Card,EXPENSE,Subscriptions
TXN_C_001126,2025-02-15 06:58:00,NOBROKER RENTPAY TO LANDLORD,Monthly 2BHK residential flat house rent,20871.22,debit,Credit Card,EXPENSE,Rent & Housing
TXN_C_001127,2025-08-19 16:11:00,RAZORPAY*SBI TERM DEPOSIT INTEREST,Cumulative term deposit interest,22561.16,credit,Bank Credit,INCOME,Interest
TXN_C_001128,2025-04-08 01:37:00,RAPIDO BIKE TAXI RIDE HYD,Quick metro station last-mile commute,86.11,debit,Paytm,EXPENSE,Transport
TXN_C_001129,2025-02-26 00:31:00,BILLDESK-IHMCL FASTAG TOLL PLAZA,National highway automated toll deduction,337.39,debit,Auto Debit,EXPENSE,Transport
TXN_C_001130,2025-06-05 15:18:00,BIGBASKET SUPERMARKET ORDER,Monthly household monthly grocery order ref:83156,6814.56,debit,UPI,EXPENSE,Groceries
TXN_C_001131,2025-06-30 21:53:00,LIC OF INDIA LIFE POLICY PREM BANGALORE,Quarterly life insurance policy premium ref:50084,2563.63,debit,Net Banking,EXPENSE,Insurance
TXN_C_001132,2025-10-15 04:05:00,BHARATPE-BESCOM ELECTRICITY BILL,Monthly home electricity utility power bill,3159.37,debit,Auto Debit,EXPENSE,Bills & Utilities
TXN_C_001133,2025-01-17 15:59:00,PAYTM*ICICI BANK SB INTEREST CREDIT,Savings account quarterly interest credit,1414.99,credit,Bank Credit,INCOME,Interest
TXN_C_001134,2025-02-20 08:58:00,BLINKIT COMMERCE GURGAON,Weekly fresh fruits vegetables eggs,3102.38,debit,Credit Card,EXPENSE,Groceries
TXN_C_001135,2025-12-16 06:16:00,CRED-YOUTUBE PREMIUM INDIA,Ad-free video streaming family plan,163.69,debit,UPI AutoPay,EXPENSE,Subscriptions
TXN_C_001136,2025-04-04 12:50:00,ICICI BANK SB INTEREST CREDIT BANGALORE,Savings account quarterly interest credit ref:92355,2156.02,credit,Bank Credit,INCOME,Interest
TXN_C_001137,2025-07-03 14:22:00,BILLDESK-CRED HDFC CARD BILL PAY,Monthly credit card outstanding bill payment,31934.28,transfer,Net Banking,TRANSFER,Credit Card Payment
TXN_C_001138,2025-08-04 02:48:00,AIRTEL PREPAID/POSTPAID BILL,Mobile recharge and 5G family plan ref:83257,322.78,debit,UPI,EXPENSE,Bills & Utilities
TXN_C_001139,2025-11-14 17:57:00,JIO FIBER BROADBAND RECHARGE,Prepaid unlimited home internet recharge,622.87,debit,JioMoney,EXPENSE,Bills & Utilities
TXN_C_001140,2025-09-23 14:53:00,PHYSICSWALLAH COURSE FEE HYD,Engineering exam prep test series,3544.91,debit,UPI,EXPENSE,Education
TXN_C_001141,2025-12-20 10:55:00,UPI-PHONEPE P2P UPI TRANSFER BANGALORE,Split dinner bill with friend UPI payment,2870.67,transfer,UPI,TRANSFER,Bank Transfer
TXN_C_001142,2025-04-15 16:09:00,AMAZON SELLER SERVICES IN,Online electronics apparel kitchenware,1798.05,debit,Debit Card,EXPENSE,Shopping
TXN_C_001143,2025-09-06 19:44:00,POS SPOTIFY INDIA PREMIUM MUSIC NOIDA,Individual music streaming monthly subscription,175.19,debit,UPI AutoPay,EXPENSE,Subscriptions
TXN_C_001144,2025-02-23 15:01:00,POS APOLLO PHARMACY MEDICAL,Prescription diabetes and blood pressure drugs ref:22696,1262.99,debit,Debit Card,EXPENSE,Healthcare
TXN_C_001145,2025-10-07 08:52:00,UPI-BIGBASKET SUPERMARKET ORDER STORE,Monthly household monthly grocery order,8062.17,debit,Net Banking,EXPENSE,Groceries
TXN_C_001146,2025-04-05 04:52:00,KITE ZERODHA EQUITY BUY,Stocks portfolio investment purchase ref:29168,32537.46,transfer,UPI,TRANSFER,Investment
TXN_C_001147,2025-12-08 03:37:00,LOCAL DRY CLEANERS AND LAUNDRY,Steam press dry cleaning clothes ref:72975,454.54,debit,Cash,EXPENSE,Other Expense
TXN_C_001148,2025-03-17 00:18:00,HOTSTAR DISNEY PLUS ANNUAL BANGALORE,Cricket IPL and movie streaming sub,1275.19,debit,Credit Card,EXPENSE,Subscriptions
TXN_C_001149,2025-11-14 14:02:00,CRED HDFC CARD BILL PAY NOIDA,Monthly credit card outstanding bill payment ref:95252,40568.67,transfer,Net Banking,TRANSFER,Credit Card Payment
TXN_C_001150,2025-09-15 06:22:00,CRED HDFC CARD BILL PAY,Monthly credit card outstanding bill payment ref:30750,18346.53,transfer,Net Banking,TRANSFER,Credit Card Payment
TXN_C_001151,2025-03-13 08:50:00,POS YOUTUBE PREMIUM INDIA PUNE,Ad-free video streaming family plan,180.52,debit,Credit Card,EXPENSE,Subscriptions
TXN_C_001152,2025-12-29 16:49:00,BILLDESK-GPAY UPI TO RAHUL SHARMA STORE,Instant peer to peer money transfer,2869.54,transfer,UPI,TRANSFER,Bank Transfer
TXN_C_001153,2025-07-26 02:02:00,SPOTIFY INDIA PREMIUM MUSIC,Individual music streaming monthly subscription,154.07,debit,UPI AutoPay,EXPENSE,Subscriptions
TXN_C_001154,2025-06-15 07:49:00,UPI-OPENAI CHATGPT PLUS SUB,Monthly AI assistant subscription in INR,1955.7,debit,Credit Card,EXPENSE,Subscriptions
TXN_C_001155,2025-02-02 01:39:00,IRCTC RAILWAY TICKET BOOKING HYD,Train journey 3rd AC express tickets,2025.21,debit,Net Banking,EXPENSE,Travel
TXN_C_001156,2025-01-16 05:20:00,UPI-PM CARES FUND DONATION,National relief charitable contribution,6497.29,debit,UPI,EXPENSE,Gifts & Donations
TXN_C_001157,2025-05-27 07:12:00,DOMINOS PIZZA ONLINE ORDER DELHI,Farmhouse medium pizza garlic bread ref:74369,721.89,debit,UPI,EXPENSE,Food
TXN_C_001158,2025-12-09 03:13:00,GROWW MUTUAL FUND SIP AUTO,Monthly index fund SIP investment deduction ref:86298,1581.83,transfer,Auto Debit,TRANSFER,Investment
TXN_C_001159,2025-06-24 05:43:00,CRED HDFC CARD BILL PAY HYD,Monthly credit card outstanding bill payment,39376.38,transfer,Net Banking,TRANSFER,Credit Card Payment
TXN_C_001160,2025-11-13 17:54:00,UPWORK FOREX INWARD REMITTANCE,Freelance UI/UX design project fee,28070.04,credit,Wire Transfer,INCOME,Freelance
TXN_C_001161,2025-03-07 16:19:00,PHONEPE P2P UPI TRANSFER,Split dinner bill with friend UPI payment,2888.85,transfer,UPI,TRANSFER,Bank Transfer
TXN_C_001162,2025-05-09 12:45:00,SWIGGY*BANGALORE RESTAURANT PUNE,Food delivery dinner order biryani ref:47997,1305.17,debit,Credit Card,EXPENSE,Food
TXN_C_001163,2025-09-23 19:32:00,AMAZON SELLER SERVICES IN NOIDA,Online electronics apparel kitchenware ref:85413,6413.5,debit,Amazon Pay,EXPENSE,Shopping
TXN_C_001164,2025-05-15 20:01:00,ENRICH SALON & SPA SERVICES,Hair styling facial skincare treatments,2872.81,debit,UPI,EXPENSE,Personal Care
TXN_C_001165,2025-06-18 21:58:00,STARBUCKS COFFEE CONNAUGHT PL,Cappuccino and classic cold coffee ref:81707,821.73,debit,UPI,EXPENSE,Food
TXN_C_001166,2025-01-19 11:04:00,PHONEPE P2P UPI TRANSFER,Split dinner bill with friend UPI payment,3089.01,transfer,UPI,TRANSFER,Bank Transfer
TXN_C_001167,2025-03-08 08:46:00,IMPS/NEFT TO SISTER ACCOUNT,Inter-bank savings account funds transfer,22065.95,transfer,Net Banking,TRANSFER,Bank Transfer
TXN_C_001168,2025-04-27 00:59:00,PAYTM*BESCOM ELECTRICITY BILL,Monthly home electricity utility power bill,2226.07,debit,UPI,EXPENSE,Bills & Utilities
TXN_C_001169,2025-12-16 21:47:00,TATA CONSULTANCY SERVICES SALARY,Monthly salary credit NEFT/IMPS,159742.7,credit,Direct Deposit,INCOME,Salary
TXN_C_001170,2025-08-07 17:08:00,CROMA ELECTRONICS STORE HYD,Home appliance laptop monitor accessories,20021.68,debit,Credit Card,EXPENSE,Shopping
TXN_C_001171,2025-04-29 02:37:00,BHARATPE-MAKEMYTRIP INDIA FLIGHTS PUNE,Roundtrip domestic airline tickets flight,4687.41,debit,Credit Card,EXPENSE,Travel
TXN_C_001172,2025-01-24 00:55:00,PAYTM WALLET TOPUP LOAD,Money transfer from bank account to wallet,2912.98,transfer,UPI,TRANSFER,Other Transfer
TXN_C_001173,2025-12-02 07:18:00,POS IRCTC RAILWAY TICKET BOOKING,Train journey 3rd AC express tickets ref:51173,1761.25,debit,UPI,EXPENSE,Travel
TXN_C_001174,2025-12-28 23:52:00,UPI-DMART AVENUE SUPERMARTS,In-store discounted FMCG household groceries ref:81256,2702.79,debit,UPI,EXPENSE,Groceries
TXN_C_001175,2025-12-01 07:33:00,SPOTIFY INDIA PREMIUM MUSIC PUNE,Individual music streaming monthly subscription,136.56,debit,Credit Card,EXPENSE,Subscriptions
TXN_C_001176,2025-11-15 15:17:00,CRED RENTPAY DIRECT WIRE,Monthly apartment lease payment to owner ref:63848,50275.08,debit,Credit Card,EXPENSE,Rent & Housing
TXN_C_001177,2025-10-11 06:07:00,HDFC BANK ATM OUT OF NETWORK FEE,Non-home bank ATM transaction surcharge,29.84,debit,Bank Debit,EXPENSE,Fees & Charges
TXN_C_001178,2025-08-21 03:01:00,GOOGLE PAY REWARD CASHBACK DELHI,Scratch card UPI transaction cashback,331.96,credit,UPI,INCOME,Other Income
TXN_C_001179,2025-01-10 12:24:00,CRED-PM CARES FUND DONATION BANGALORE,National relief charitable contribution ref:89920,4147.39,debit,Net Banking,EXPENSE,Gifts & Donations
TXN_C_001180,2025-01-17 17:48:00,CRED-NOBROKER RENTPAY TO LANDLORD HYD,Monthly 2BHK residential flat house rent,40397.31,debit,Credit Card,EXPENSE,Rent & Housing
TXN_C_001181,2025-05-15 18:13:00,SBI ATM CASH WITHDRAWAL,ATM machine currency cash withdrawal,8367.5,transfer,Debit Card,TRANSFER,Cash Withdrawal
TXN_C_001182,2025-01-30 03:35:00,MYNTRA DESIGNS BANGALORE,Branded shirts jeans casual sneakers,6847.64,debit,Credit Card,EXPENSE,Shopping
TXN_C_001183,2025-09-23 08:10:00,OPENAI CHATGPT PLUS SUB STORE,Monthly AI assistant subscription in INR,1973.65,debit,Credit Card,EXPENSE,Subscriptions
TXN_C_001184,2025-12-16 08:05:00,HDFC FIXED DEPOSIT CREATE,Term deposit lock-in placement for 1 year ref:11990,35263.01,transfer,Net Banking,TRANSFER,Savings
TXN_C_001185,2025-12-01 19:00:00,CRED-GOOGLE PAY REWARD CASHBACK NOIDA,Scratch card UPI transaction cashback,336.43,credit,UPI,INCOME,Other Income
TXN_C_001186,2025-01-09 14:00:00,HDFC BANK ATM WITHDRAWAL NOIDA,Self cash withdrawal from ATM outlet,9432.37,transfer,Debit Card,TRANSFER,Cash Withdrawal
TXN_C_001187,2025-01-30 18:05:00,NETFLIX INDIA MONTHLY PLAN,Monthly 4K Ultra HD video streaming,297.03,debit,Auto Debit,EXPENSE,Subscriptions
TXN_C_001188,2025-09-11 04:14:00,PAYTM BUSINESS SETTLEMENT CR,Shop sales disbursement ref:46194,46335.71,credit,UPI,INCOME,Business Income
TXN_C_001189,2025-12-17 16:55:00,FLIPKART INTERNET PVT LTD,Smartphone accessories audio headphones ref:95799,1923.5,debit,Credit Card,EXPENSE,Shopping
TXN_C_001190,2025-06-30 17:45:00,PAYTM*YOUTUBE PREMIUM INDIA NOIDA,Ad-free video streaming family plan,129.97,debit,UPI AutoPay,EXPENSE,Subscriptions
TXN_C_001191,2025-06-16 18:23:00,UPI-BHARATPE QR SETTLEMENT,Retail store daily UPI merchant collection ref:20151,39882.76,credit,Bank Transfer,INCOME,Business Income
TXN_C_001192,2025-07-04 10:26:00,PHYSICSWALLAH COURSE FEE,Engineering exam prep test series ref:52800,4337.92,debit,Net Banking,EXPENSE,Education
TXN_C_001193,2025-03-18 18:01:00,NYKAA E-RETAIL BEAUTY,Skincare grooming perfumes and cosmetics ref:15847,1918.91,debit,UPI,EXPENSE,Shopping
TXN_C_001194,2025-10-25 22:22:00,BHARATPE-INDIGO AIRLINES TICKETS,Direct domestic airfare booking,10622.73,debit,Credit Card,EXPENSE,Travel
TXN_C_001195,2025-02-10 02:59:00,FIVERR GIG PAYOUT RAZORPAY MUMBAI,Web development consulting payment,44910.65,credit,UPI,INCOME,Freelance
TXN_C_001196,2025-09-24 14:20:00,ICICI CREDIT CARD AUTO DEBIT,Monthly statement balance autopay deduction,40915.07,transfer,Net Banking,TRANSFER,Credit Card Payment
TXN_C_001197,2025-07-05 07:29:00,PAYTM WALLET TOPUP LOAD DELHI,Money transfer from bank account to wallet,4095.53,transfer,Debit Card,TRANSFER,Other Transfer
TXN_C_001198,2025-02-10 11:35:00,PAYTM WALLET TOPUP LOAD,Money transfer from bank account to wallet,2344.67,transfer,UPI,TRANSFER,Other Transfer
TXN_C_001199,2025-10-19 04:59:00,ENRICH SALON & SPA SERVICES,Hair styling facial skincare treatments,2233.52,debit,UPI,EXPENSE,Personal Care
TXN_C_001200,2025-06-24 10:07:00,CHAI POINT CYBER CITY,Ginger tea samosa and banana cake,294.88,debit,UPI,EXPENSE,Food
TXN_C_001201,2025-04-12 05:56:00,CRY CHILD RIGHTS CHARITY,Monthly child welfare education donation,2008.1,debit,UPI,EXPENSE,Gifts & Donations
TXN_C_001202,2025-01-18 13:01:00,CRED-UPWORK FOREX INWARD REMITTANCE STORE,Freelance UI/UX design project fee,15204.68,credit,Wire Transfer,INCOME,Freelance
TXN_C_001203,2025-10-13 07:45:00,CRED-TATA CONSULTANCY SERVICES SALARY,Monthly salary credit NEFT/IMPS,93336.04,credit,Net Banking,INCOME,Salary
TXN_C_001204,2025-01-24 02:47:00,BHARATPE-AMAZON SELLER SERVICES IN,Online electronics apparel kitchenware,24856.28,debit,Amazon Pay,EXPENSE,Shopping
TXN_C_001205,2025-09-02 22:08:00,AIRTEL PREPAID/POSTPAID BILL,Mobile recharge and 5G family plan,691.12,debit,Credit Card,EXPENSE,Bills & Utilities
TXN_C_001206,2025-03-19 00:37:00,PM CARES FUND DONATION,National relief charitable contribution,5339.05,debit,Net Banking,EXPENSE,Gifts & Donations
TXN_C_001207,2025-02-19 07:19:00,OPENAI CHATGPT PLUS SUB STORE,Monthly AI assistant subscription in INR ref:87080,1775.68,debit,Credit Card,EXPENSE,Subscriptions
TXN_C_001208,2025-03-15 01:52:00,CRED-BHARAT PETROLEUM BPCL BUNKER HYD,Automobile unleaded petrol fillup,2302.87,debit,Debit Card,EXPENSE,Fuel
TXN_C_001209,2025-05-28 08:31:00,BLINKIT COMMERCE GURGAON PUNE,Weekly fresh fruits vegetables eggs ref:47328,738.5,debit,Credit Card,EXPENSE,Groceries
TXN_C_001210,2025-04-29 21:17:00,PAYTM WALLET TOPUP LOAD NOIDA,Money transfer from bank account to wallet,3890.61,transfer,UPI,TRANSFER,Other Transfer
TXN_C_001211,2025-04-10 00:31:00,POS UBER INDIA RIDES BANGALORE,Cab ride home from office commute,689.21,debit,UPI,EXPENSE,Transport
TXN_C_001212,2025-06-01 03:45:00,CRED-BHARAT PETROLEUM BPCL BUNKER,Automobile unleaded petrol fillup,5239.67,debit,Debit Card,EXPENSE,Fuel
TXN_C_001213,2025-12-09 03:22:00,SWIGGY*BANGALORE RESTAURANT,Food delivery dinner order biryani ref:27933,1391.55,debit,UPI,EXPENSE,Food
TXN_C_001214,2025-12-11 02:45:00,LOCAL DRY CLEANERS AND LAUNDRY PUNE,Steam press dry cleaning clothes ref:92657,922.3,debit,Cash,EXPENSE,Other Expense
TXN_C_001215,2025-10-13 21:53:00,NETFLIX INDIA MONTHLY PLAN,Monthly 4K Ultra HD video streaming,341.89,debit,UPI,EXPENSE,Subscriptions
TXN_C_001216,2025-04-23 21:12:00,ZEPTO QUICK COMMERCE,10-min grocery delivery milk bread curd ref:86853,770.74,debit,Credit Card,EXPENSE,Groceries
TXN_C_001217,2025-02-15 16:54:00,POS ICICI BANK SB INTEREST CREDIT,Savings account quarterly interest credit ref:36027,2911.26,credit,Bank Credit,INCOME,Interest
TXN_C_001218,2025-01-20 13:44:00,NETFLIX INDIA MONTHLY PLAN,Monthly 4K Ultra HD video streaming,518.5,debit,Auto Debit,EXPENSE,Subscriptions
TXN_C_001219,2025-04-03 09:53:00,PAYTM*YOUTUBE PREMIUM INDIA,Ad-free video streaming family plan,168.42,debit,UPI AutoPay,EXPENSE,Subscriptions
TXN_C_001220,2025-10-06 15:18:00,SWIGGY INSTAMART GROCERY,Pantry staples oil wheat dal spices,2810.94,debit,UPI,EXPENSE,Groceries
TXN_C_001221,2025-08-06 03:11:00,RAZORPAY*SBI ATM CASH WITHDRAWAL,ATM machine currency cash withdrawal,2850.26,transfer,Debit Card,TRANSFER,Cash Withdrawal
TXN_C_001222,2025-09-05 15:38:00,STARBUCKS COFFEE CONNAUGHT PL HYD,Cappuccino and classic cold coffee,791.58,debit,Credit Card,EXPENSE,Food
TXN_C_001223,2025-02-01 17:49:00,RAZORPAY*OLA CABS TRIP #94812,City taxi rideshare transport,767.58,debit,Ola Money,EXPENSE,Transport
TXN_C_001224,2025-05-14 01:17:00,HDFC BANK ATM WITHDRAWAL,Self cash withdrawal from ATM outlet,9078.79,transfer,Debit Card,TRANSFER,Cash Withdrawal
TXN_C_001225,2025-11-17 03:39:00,OLA CABS TRIP #94812 HYD,City taxi rideshare transport ref:31828,560.25,debit,Ola Money,EXPENSE,Transport
TXN_C_001226,2025-12-27 10:58:00,SPOTIFY INDIA PREMIUM MUSIC,Individual music streaming monthly subscription,124.42,debit,Credit Card,EXPENSE,Subscriptions
TXN_C_001227,2025-03-22 17:25:00,IHMCL FASTAG TOLL PLAZA,National highway automated toll deduction,220.78,debit,Auto Debit,EXPENSE,Transport
TXN_C_001228,2025-05-08 00:02:00,SWIGGY INSTAMART GROCERY,Pantry staples oil wheat dal spices,1205.58,debit,UPI,EXPENSE,Groceries
TXN_C_001229,2025-04-28 20:49:00,PAYTM WALLET TOPUP LOAD,Money transfer from bank account to wallet ref:47105,1856.6,transfer,UPI,TRANSFER,Other Transfer
TXN_C_001230,2025-05-19 02:04:00,UPI-UBER INDIA RIDES BANGALORE,Cab ride home from office commute,534.83,debit,UPI,EXPENSE,Transport
TXN_C_001231,2025-10-05 19:58:00,KITE ZERODHA EQUITY BUY,Stocks portfolio investment purchase,2707.61,transfer,UPI,TRANSFER,Investment
TXN_C_001232,2025-06-15 13:32:00,ZEPTO QUICK COMMERCE,10-min grocery delivery milk bread curd ref:89389,1567.85,debit,Paytm,EXPENSE,Groceries
TXN_C_001233,2025-07-12 09:27:00,BILLDESK-ZEPTO QUICK COMMERCE NOIDA,10-min grocery delivery milk bread curd,1100.73,debit,UPI,EXPENSE,Groceries
TXN_C_001234,2025-10-01 16:15:00,UPWORK FOREX INWARD REMITTANCE,Freelance UI/UX design project fee,59736.95,credit,Bank Transfer,INCOME,Freelance
