transaction_id,date,merchant_raw,description,amount,transaction_type,payment_method,category,subcategory,merchant_clean,description_clean,text_features,log_amount,full_target
TXN_C_000155,2025-06-01 03:32:00,PAYTM WALLET TOPUP LOAD STORE,Money transfer from bank account to wallet ref:28030,1197.25,transfer,UPI,TRANSFER,Other Transfer,PAYTM WALLET TOPUP LOAD STORE,money transfer from bank account to wallet,PAYTM WALLET TOPUP LOAD STORE money transfer from bank account to wallet,7.088617438039741,TRANSFER::Other Transfer
TXN_C_000156,2025-04-03 22:49:00,SWIGGY INSTAMART GROCERY,Pantry staples oil wheat dal spices,947.86,debit,UPI,EXPENSE,Groceries,SWIGGY INSTAMART GROCERY,pantry staples oil wheat dal spices,SWIGGY INSTAMART GROCERY pantry staples oil wheat dal spices,6.8552612640180675,EXPENSE::Groceries
TXN_C_000157,2025-08-16 19:18:00,OPENAI CHATGPT PLUS SUB,Monthly AI assistant subscription in INR,1756.89,debit,Credit Card,EXPENSE,Subscriptions,OPENAI CHATGPT PLUS SUB,monthly ai assistant subscription in inr,OPENAI CHATGPT PLUS SUB monthly ai assistant subscription in inr,7.4718695051839426,EXPENSE::Subscriptions
TXN_C_000158,2025-12-14 18:28:00,PM CARES FUND DONATION STORE,National relief charitable contribution,2343.15,debit,Net Banking,EXPENSE,Gifts & Donations,PM CARES FUND DONATION STORE,national relief charitable contribution,PM CARES FUND DONATION STORE national relief charitable contribution,7.759678141823489,EXPENSE::Gifts & Donations
TXN_C_000159,2025-04-13 19:08:00,SWIGGY INSTAMART GROCERY,Pantry staples oil wheat dal spices,980.64,debit,Credit Card,EXPENSE,Groceries,SWIGGY INSTAMART GROCERY,pantry staples oil wheat dal spices,SWIGGY INSTAMART GROCERY pantry staples oil wheat dal spices,6.889224642362702,EXPENSE::Groceries
TXN_C_000160,2025-09-22 03:18:00,HDFC ERGO HEALTH INSURANCE,Annual family floater health policy premium,10462.15,debit,Net Banking,EXPENSE,Insurance,HDFC ERGO HEALTH INSURANCE,annual family floater health policy premium,HDFC ERGO HEALTH INSURANCE annual family floater health policy premium,9.255614839510722,EXPENSE::Insurance
TXN_C_000161,2025-06-28 00:26:00,POS OLA CABS TRIP #94812,City taxi rideshare transport ref:39102,796.03,debit,UPI,EXPENSE,Transport,OLA CABS TRIP,city taxi rideshare transport,OLA CABS TRIP city taxi rideshare transport,6.680892319236134,EXPENSE::Transport
TXN_C_000162,2025-02-20 22:41:00,MAKEMYTRIP INDIA FLIGHTS BANGALORE,Roundtrip domestic airline tickets flight,4077.84,debit,UPI,EXPENSE,Travel,MAKEMYTRIP INDIA FLIGHTS BANGALORE,roundtrip domestic airline tickets flight,MAKEMYTRIP INDIA FLIGHTS BANGALORE roundtrip domestic airline tickets flight,8.313567913247908,EXPENSE::Travel
TXN_C_000163,2025-12-28 15:28:00,RAZORPAY*SPOTIFY INDIA PREMIUM MUSIC,Individual music streaming monthly subscription,168.87,debit,Paytm,EXPENSE,Subscriptions,RAZORPAY INDIA PREMIUM MUSIC,individual music streaming monthly subscription,RAZORPAY INDIA PREMIUM MUSIC individual music streaming monthly subscription,5.135033438631219,EXPENSE::Subscriptions
TXN_C_000164,2025-11-08 16:27:00,NOBROKER RENTPAY TO LANDLORD DELHI,Monthly 2BHK residential flat house rent,35598.58,debit,UPI,EXPENSE,Rent & Housing,NOBROKER RENTPAY TO LANDLORD DELHI,monthly 2bhk residential flat house rent,NOBROKER RENTPAY TO LANDLORD DELHI monthly 2bhk residential flat house rent,10.48008911901772,EXPENSE::Rent & Housing
TXN_C_000165,2025-02-02 03:53:00,UPI-ICICI BANK SB INTEREST CREDIT HYD,Savings account quarterly interest credit,2859.23,credit,Bank Credit,INCOME,Interest,UPI ICICI BANK SB INTEREST CREDIT HYD,savings account quarterly interest credit,UPI ICICI BANK SB INTEREST CREDIT HYD savings account quarterly interest credit,7.958657320160837,INCOME::Interest
TXN_C_000166,2025-05-30 13:00:00,IMPS/NEFT TO SISTER ACCOUNT,Inter-bank savings account funds transfer,32615.95,transfer,Net Banking,TRANSFER,Bank Transfer,IMPS NEFT TO SISTER ACCOUNT,inter bank savings account funds transfer,IMPS NEFT TO SISTER ACCOUNT inter bank savings account funds transfer,10.39258737088384,TRANSFER::Bank Transfer
TXN_C_000167,2025-09-27 17:32:00,FLIPKART INTERNET PVT LTD BANGALORE,Smartphone accessories audio headphones,13004.13,debit,Debit Card,EXPENSE,Shopping,FLIPKART INTERNET PVT LTD BANGALORE,smartphone accessories audio headphones,FLIPKART INTERNET PVT LTD BANGALORE smartphone accessories audio headphones,9.473099173988116,EXPENSE::Shopping
TXN_C_000168,2025-01-09 11:50:00,BILLDESK-HALDIRAMS RESTAURANT NOIDA HYD,North Indian thali and sweets,604.38,debit,UPI,EXPENSE,Food,BILLDESK HALDIRAMS RESTAURANT NOIDA HYD,north indian thali and sweets,BILLDESK HALDIRAMS RESTAURANT NOIDA HYD north indian thali and sweets,6.405856360032667,EXPENSE::Food
TXN_C_000169,2025-01-23 11:34:00,UPI-FIVERR GIG PAYOUT RAZORPAY,Web development consulting payment,17633.26,credit,Bank Transfer,INCOME,Freelance,UPI FIVERR GIG PAYOUT RAZORPAY,web development consulting payment,UPI FIVERR GIG PAYOUT RAZORPAY web development consulting payment,9.777598879782351,INCOME::Freelance
TXN_C_000170,2025-03-11 02:45:00,BILLDESK-DPS SCHOOL QUARTERLY TUITION,School term tuition fees and bus charges,24113.9,debit,UPI,EXPENSE,Education,BILLDESK DPS SCHOOL QUARTERLY TUITION,school term tuition fees and bus charges,BILLDESK DPS SCHOOL QUARTERLY TUITION school term tuition fees and bus charges,10.090585185697874,EXPENSE::Education
TXN_C_000171,2025-06-08 16:25:00,NETFLIX INDIA MONTHLY PLAN,Monthly 4K Ultra HD video streaming,341.02,debit,UPI,EXPENSE,Subscriptions,NETFLIX INDIA MONTHLY PLAN,monthly 4k ultra hd video streaming,NETFLIX INDIA MONTHLY PLAN monthly 4k ultra hd video streaming,5.8348692148849075,EXPENSE::Subscriptions
TXN_C_000172,2025-03-05 11:27:00,PAYTM*ACCENTURE INDIA PAYROLL DIRECT,Monthly net salary credit,113044.56,credit,Direct Deposit,INCOME,Salary,PAYTM INDIA PAYROLL DIRECT,monthly net salary credit,PAYTM INDIA PAYROLL DIRECT monthly net salary credit,11.635546202277615,INCOME::Salary
TXN_C_000173,2025-12-21 15:23:00,INDRAPRASTHA GAS IGL BILL,Piped cooking natural gas monthly bill,661.54,debit,Net Banking,EXPENSE,Bills & Utilities,INDRAPRASTHA GAS IGL BILL,piped cooking natural gas monthly bill,INDRAPRASTHA GAS IGL BILL piped cooking natural gas monthly bill,6.496080933396229,EXPENSE::Bills & Utilities
TXN_C_000174,2025-02-10 10:42:00,ZEPTO QUICK COMMERCE MUMBAI,10-min grocery delivery milk bread curd,680.0,debit,Credit Card,EXPENSE,Groceries,ZEPTO QUICK COMMERCE MUMBAI,10 min grocery delivery milk bread curd,ZEPTO QUICK COMMERCE MUMBAI 10 min grocery delivery milk bread curd,6.523562306149512,EXPENSE::Groceries
TXN_C_000175,2025-01-22 23:55:00,HOTSTAR DISNEY PLUS ANNUAL,Cricket IPL and movie streaming sub ref:68183,720.86,debit,Credit Card,EXPENSE,Subscriptions,HOTSTAR DISNEY PLUS ANNUAL,cricket ipl and movie streaming sub,HOTSTAR DISNEY PLUS ANNUAL cricket ipl and movie streaming sub,6.581831214273488,EXPENSE::Subscriptions
TXN_C_000176,2025-09-20 23:43:00,HALDIRAMS RESTAURANT NOIDA,North Indian thali and sweets ref:93560,787.45,debit,UPI,EXPENSE,Food,HALDIRAMS RESTAURANT NOIDA,north indian thali and sweets,HALDIRAMS RESTAURANT NOIDA north indian thali and sweets,6.670068992851596,EXPENSE::Food
TXN_C_000177,2025-07-16 18:02:00,BILLDESK-NETFLIX INDIA MONTHLY PLAN BANGALORE,Monthly 4K Ultra HD video streaming ref:94562,363.85,debit,UPI,EXPENSE,Subscriptions,BILLDESK NETFLIX INDIA MONTHLY PLAN BANGALORE,monthly 4k ultra hd video streaming,BILLDESK NETFLIX INDIA MONTHLY PLAN BANGALORE monthly 4k ultra hd video streaming,5.899486310211629,EXPENSE::Subscriptions
TXN_C_000178,2025-10-21 04:33:00,OLA CABS TRIP #94812,City taxi rideshare transport,750.99,debit,Ola Money,EXPENSE,Transport,OLA CABS TRIP,city taxi rideshare transport,OLA CABS TRIP city taxi rideshare transport,6.622723025989082,EXPENSE::Transport
TXN_C_000179,2025-07-18 17:07:00,RAZORPAY*HDFC FIXED DEPOSIT CREATE BANGALORE,Term deposit lock-in placement for 1 year ref:34385,54913.96,transfer,Net Banking,TRANSFER,Savings,RAZORPAY FIXED DEPOSIT CREATE BANGALORE,term deposit lock in placement for 1 year,RAZORPAY FIXED DEPOSIT CREATE BANGALORE term deposit lock in placement for 1 year,10.913541085823747,TRANSFER::Savings
TXN_C_000180,2025-04-13 03:08:00,STARBUCKS COFFEE CONNAUGHT PL NOIDA,Cappuccino and classic cold coffee,949.04,debit,UPI,EXPENSE,Food,STARBUCKS COFFEE CONNAUGHT PL NOIDA,cappuccino and classic cold coffee,STARBUCKS COFFEE CONNAUGHT PL NOIDA cappuccino and classic cold coffee,6.8565040889713424,EXPENSE::Food
TXN_C_000181,2025-06-13 21:22:00,BILLDESK-NYKAA E-RETAIL BEAUTY,Skincare grooming perfumes and cosmetics,5336.18,debit,UPI,EXPENSE,Shopping,BILLDESK NYKAA E BEAUTY,skincare grooming perfumes and cosmetics,BILLDESK NYKAA E BEAUTY skincare grooming perfumes and cosmetics,8.582452702578024,EXPENSE::Shopping
TXN_C_000182,2025-12-25 20:11:00,GOOGLE PAY REWARD CASHBACK,Scratch card UPI transaction cashback,361.67,credit,UPI,INCOME,Other Income,GOOGLE PAY REWARD CASHBACK,scratch card upi transaction cashback,GOOGLE PAY REWARD CASHBACK scratch card upi transaction cashback,5.89349332988201,INCOME::Other Income
TXN_C_000183,2025-10-11 18:23:00,PAYTM*SBI RECURRING DEPOSIT RD CR,Monthly recurring deposit savings installment ref:74752,1499.4,transfer,Net Banking,TRANSFER,Savings,PAYTM RECURRING DEPOSIT RD CR,monthly recurring deposit savings installment,PAYTM RECURRING DEPOSIT RD CR monthly recurring deposit savings installment,7.3134870182077325,TRANSFER::Savings
TXN_C_000184,2025-09-27 13:49:00,UPI-KITE ZERODHA EQUITY BUY HYD,Stocks portfolio investment purchase,36505.74,transfer,Net Banking,TRANSFER,Investment,UPI KITE ZERODHA EQUITY BUY HYD,stocks portfolio investment purchase,UPI KITE ZERODHA EQUITY BUY HYD stocks portfolio investment purchase,10.505252180057726,TRANSFER::Investment
TXN_C_000185,2025-06-26 04:56:00,BHARATPE-DMART AVENUE SUPERMARTS,In-store discounted FMCG household groceries,6164.8,debit,Credit Card,EXPENSE,Groceries,BHARATPE DMART AVENUE SUPERMARTS,in store discounted fmcg household groceries,BHARATPE DMART AVENUE SUPERMARTS in store discounted fmcg household groceries,8.72677317198102,EXPENSE::Groceries
TXN_C_000186,2025-01-29 03:33:00,OPENAI CHATGPT PLUS SUB,Monthly AI assistant subscription in INR ref:75911,2059.82,debit,Credit Card,EXPENSE,Subscriptions,OPENAI CHATGPT PLUS SUB,monthly ai assistant subscription in inr,OPENAI CHATGPT PLUS SUB monthly ai assistant subscription in inr,7.630859240831886,EXPENSE::Subscriptions
TXN_C_000187,2025-02-10 08:12:00,BHARATPE-GPAY UPI TO RAHUL SHARMA,Instant peer to peer money transfer ref:78012,13444.9,transfer,UPI,TRANSFER,Bank Transfer,BHARATPE GPAY UPI TO RAHUL SHARMA,instant peer to peer money transfer,BHARATPE GPAY UPI TO RAHUL SHARMA instant peer to peer money transfer,9.506429505845295,TRANSFER::Bank Transfer
TXN_C_000188,2025-10-25 04:10:00,TATA 1MG HEALTHCARE STORE,Online diagnostic medicines and vitamins ref:94015,931.79,debit,Credit Card,EXPENSE,Healthcare,TATA 1MG HEALTHCARE STORE,online diagnostic medicines and vitamins,TATA 1MG HEALTHCARE STORE online diagnostic medicines and vitamins,6.8381800951271,EXPENSE::Healthcare
TXN_C_000189,2025-08-02 19:40:00,SOCIETY MAINTENANCE CHARGES NOIDA,Monthly gated community maintenance water,6985.23,debit,UPI,EXPENSE,Rent & Housing,SOCIETY MAINTENANCE CHARGES NOIDA,monthly gated community maintenance water,SOCIETY MAINTENANCE CHARGES NOIDA monthly gated community maintenance water,8.851696347813663,EXPENSE::Rent & Housing
TXN_C_000190,2025-05-06 21:25:00,BIGBASKET SUPERMARKET ORDER,Monthly household monthly grocery order,3916.75,debit,Credit Card,EXPENSE,Groceries,BIGBASKET SUPERMARKET ORDER,monthly household monthly grocery order,BIGBASKET SUPERMARKET ORDER monthly household monthly grocery order,8.273272788403325,EXPENSE::Groceries
TXN_C_000191,2025-11-07 04:20:00,ICICI BANK SB INTEREST CREDIT HYD,Savings account quarterly interest credit,1037.5,credit,Bank Credit,INCOME,Interest,ICICI BANK SB INTEREST CREDIT HYD,savings account quarterly interest credit,ICICI BANK SB INTEREST CREDIT HYD savings account quarterly interest credit,6.945532643316167,INCOME::Interest
TXN_C_000192,2025-02-24 10:15:00,KITE ZERODHA EQUITY BUY HYD,Stocks portfolio investment purchase ref:58567,26719.05,transfer,Net Banking,TRANSFER,Investment,KITE ZERODHA EQUITY BUY HYD,stocks portfolio investment purchase,KITE ZERODHA EQUITY BUY HYD stocks portfolio investment purchase,10.193169498906316,TRANSFER::Investment
TXN_C_000193,2025-08-03 07:55:00,PAYTM*ZERODHA BROKING FUND ADD,UPI funds add to Demat trading account ref:60351,34770.31,transfer,UPI,TRANSFER,Investment,PAYTM BROKING FUND ADD,upi funds add to demat trading account,PAYTM BROKING FUND ADD upi funds add to demat trading account,10.456547900449786,TRANSFER::Investment
TXN_C_000194,2025-09-21 14:31:00,HOTSTAR DISNEY PLUS ANNUAL,Cricket IPL and movie streaming sub ref:30885,896.92,debit,Credit Card,EXPENSE,Subscriptions,HOTSTAR DISNEY PLUS ANNUAL,cricket ipl and movie streaming sub,HOTSTAR DISNEY PLUS ANNUAL cricket ipl and movie streaming sub,6.800080977474042,EXPENSE::Subscriptions
TXN_C_000195,2025-06-30 01:03:00,CRED-NYKAA E-RETAIL BEAUTY,Skincare grooming perfumes and cosmetics,1536.48,debit,Credit Card,EXPENSE,Shopping,CRED NYKAA E BEAUTY,skincare grooming perfumes and cosmetics,CRED NYKAA E BEAUTY skincare grooming perfumes and cosmetics,7.337899991465985,EXPENSE::Shopping
TXN_C_000196,2025-01-05 03:27:00,NYKAA E-RETAIL BEAUTY,Skincare grooming perfumes and cosmetics,1893.03,debit,UPI,EXPENSE,Shopping,NYKAA E BEAUTY,skincare grooming perfumes and cosmetics,NYKAA E BEAUTY skincare grooming perfumes and cosmetics,7.546462113113717,EXPENSE::Shopping
TXN_C_000197,2025-10-19 17:12:00,LIC OF INDIA LIFE POLICY PREM,Quarterly life insurance policy premium,7507.27,debit,UPI,EXPENSE,Insurance,LIC OF INDIA LIFE POLICY PREM,quarterly life insurance policy premium,LIC OF INDIA LIFE POLICY PREM quarterly life insurance policy premium,8.923760358700711,EXPENSE::Insurance
TXN_C_000198,2025-11-16 21:39:00,CRED-KITE ZERODHA EQUITY BUY,Stocks portfolio investment purchase,15426.59,transfer,UPI,TRANSFER,Investment,CRED KITE ZERODHA EQUITY BUY,stocks portfolio investment purchase,CRED KITE ZERODHA EQUITY BUY stocks portfolio investment purchase,9.64391274391666,TRANSFER::Investment
TXN_C_000199,2025-03-15 06:38:00,ZERODHA BROKING FUND ADD PUNE,UPI funds add to Demat trading account,15575.85,transfer,Net Banking,TRANSFER,Investment,ZERODHA BROKING FUND ADD PUNE,upi funds add to demat trading account,ZERODHA BROKING FUND ADD PUNE upi funds add to demat trading account,9.653541116698165,TRANSFER::Investment
TXN_C_000200,2025-03-18 19:57:00,UPI TRANSACTION CHARGE/PENALTY PUNE,Bank ECS bounce penalty charges,426.57,debit,Bank Debit,EXPENSE,Fees & Charges,UPI TRANSACTION CHARGE PENALTY PUNE,bank ecs bounce penalty charges,UPI TRANSACTION CHARGE PENALTY PUNE bank ecs bounce penalty charges,6.058118017662502,EXPENSE::Fees & Charges
TXN_C_000201,2025-06-03 18:21:00,HOTSTAR DISNEY PLUS ANNUAL HYD,Cricket IPL and movie streaming sub,1186.18,debit,Credit Card,EXPENSE,Subscriptions,HOTSTAR DISNEY PLUS ANNUAL HYD,cricket ipl and movie streaming sub,HOTSTAR DISNEY PLUS ANNUAL HYD cricket ipl and movie streaming sub,7.079336025910028,EXPENSE::Subscriptions
TXN_C_000202,2025-08-02 18:19:00,SBI TERM DEPOSIT INTEREST,Cumulative term deposit interest ref:53416,17106.11,credit,Bank Credit,INCOME,Interest,SBI TERM DEPOSIT INTEREST,cumulative term deposit interest,SBI TERM DEPOSIT INTEREST cumulative term deposit interest,9.747249445547945,INCOME::Interest
TXN_C_000203,2025-10-23 07:46:00,HALDIRAMS RESTAURANT NOIDA,North Indian thali and sweets,1231.39,debit,UPI,EXPENSE,Food,HALDIRAMS RESTAURANT NOIDA,north indian thali and sweets,HALDIRAMS RESTAURANT NOIDA north indian thali and sweets,7.116710652440972,EXPENSE::Food
TXN_C_000204,2025-07-14 04:52:00,KITE ZERODHA EQUITY BUY,Stocks portfolio investment purchase,39181.09,transfer,UPI,TRANSFER,Investment,KITE ZERODHA EQUITY BUY,stocks portfolio investment purchase,KITE ZERODHA EQUITY BUY stocks portfolio investment purchase,10.57597503361844,TRANSFER::Investment
TXN_C_000205,2025-03-19 13:44:00,BOOKMYSHOW PVR INOX MOVIES,Weekend cinema IMAX movie tickets snacks ref:67807,964.65,debit,UPI,EXPENSE,Entertainment,BOOKMYSHOW PVR INOX MOVIES,weekend cinema imax movie tickets snacks,BOOKMYSHOW PVR INOX MOVIES weekend cinema imax movie tickets snacks,6.872801449718608,EXPENSE::Entertainment
TXN_C_000206,2025-02-01 22:08:00,ACCENTURE INDIA PAYROLL DIRECT,Monthly net salary credit,218917.28,credit,Direct Deposit,INCOME,Salary,ACCENTURE INDIA PAYROLL DIRECT,monthly net salary credit,ACCENTURE INDIA PAYROLL DIRECT monthly net salary credit,12.296453788475665,INCOME::Salary
TXN_C_000207,2025-09-30 10:34:00,BILLDESK-GOOGLE PAY REWARD CASHBACK,Scratch card UPI transaction cashback,103.13,credit,UPI,INCOME,Other Income,BILLDESK GOOGLE PAY REWARD CASHBACK,scratch card upi transaction cashback,BILLDESK GOOGLE PAY REWARD CASHBACK scratch card upi transaction cashback,4.645640118541804,INCOME::Other Income
TXN_C_000208,2025-11-09 15:12:00,OPENAI CHATGPT PLUS SUB,Monthly AI assistant subscription in INR,1961.99,debit,Credit Card,EXPENSE,Subscriptions,OPENAI CHATGPT PLUS SUB,monthly ai assistant subscription in inr,OPENAI CHATGPT PLUS SUB monthly ai assistant subscription in inr,7.582224100019981,EXPENSE::Subscriptions
TXN_C_000209,2025-12-20 22:31:00,WIPRO TECHNOLOGIES SALARY CR NOIDA,Monthly employee salary disbursement,121637.12,credit,Direct Deposit,INCOME,Salary,WIPRO TECHNOLOGIES SALARY CR NOIDA,monthly employee salary disbursement,WIPRO TECHNOLOGIES SALARY CR NOIDA monthly employee salary disbursement,11.708805686229576,INCOME::Salary
TXN_C_000210,2025-06-26 04:18:00,RAZORPAY*CHAI POINT CYBER CITY HYD,Ginger tea samosa and banana cake,186.52,debit,UPI,EXPENSE,Food,RAZORPAY POINT CYBER CITY HYD,ginger tea samosa and banana cake,RAZORPAY POINT CYBER CITY HYD ginger tea samosa and banana cake,5.233885506388648,EXPENSE::Food
TXN_C_000211,2025-04-20 06:52:00,CRED RENTPAY DIRECT WIRE STORE,Monthly apartment lease payment to owner,52366.92,debit,UPI,EXPENSE,Rent & Housing,CRED RENTPAY DIRECT WIRE STORE,monthly apartment lease payment to owner,CRED RENTPAY DIRECT WIRE STORE monthly apartment lease payment to owner,10.86604946908932,EXPENSE::Rent & Housing
TXN_C_000212,2025-04-26 20:14:00,YOUTUBE PREMIUM INDIA DELHI,Ad-free video streaming family plan ref:97796,183.31,debit,UPI AutoPay,EXPENSE,Subscriptions,YOUTUBE PREMIUM INDIA DELHI,ad free video streaming family plan,YOUTUBE PREMIUM INDIA DELHI ad free video streaming family plan,5.216619122563531,EXPENSE::Subscriptions
TXN_C_000213,2025-10-09 05:26:00,NETFLIX INDIA MONTHLY PLAN,Monthly 4K Ultra HD video streaming ref:28018,201.33,debit,UPI,EXPENSE,Subscriptions,NETFLIX INDIA MONTHLY PLAN,monthly 4k ultra hd video streaming,NETFLIX INDIA MONTHLY PLAN monthly 4k ultra hd video streaming,5.3099000277911035,EXPENSE::Subscriptions
TXN_C_000214,2025-02-15 20:36:00,BIGBASKET SUPERMARKET ORDER NOIDA,Monthly household monthly grocery order,6667.18,debit,UPI,EXPENSE,Groceries,BIGBASKET SUPERMARKET ORDER NOIDA,monthly household monthly grocery order,BIGBASKET SUPERMARKET ORDER NOIDA monthly household monthly grocery order,8.805102238107416,EXPENSE::Groceries
TXN_C_000215,2025-04-01 01:53:00,ACKO GENERAL VEHICLE INSUR,Annual two-wheeler car insurance renewal ref:32946,4250.56,debit,Credit Card,EXPENSE,Insurance,ACKO GENERAL VEHICLE INSUR,annual two wheeler car insurance renewal,ACKO GENERAL VEHICLE INSUR annual two wheeler car insurance renewal,8.355041253392383,EXPENSE::Insurance
TXN_C_000216,2025-06-21 09:29:00,RAZORPAY*BIGBASKET SUPERMARKET ORDER,Monthly household monthly grocery order ref:84443,6322.26,debit,Net Banking,EXPENSE,Groceries,RAZORPAY SUPERMARKET ORDER,monthly household monthly grocery order,RAZORPAY SUPERMARKET ORDER monthly household monthly grocery order,8.751990176934871,EXPENSE::Groceries
TXN_C_000217,2025-04-09 03:21:00,CROMA ELECTRONICS STORE,Home appliance laptop monitor accessories ref:76088,21699.31,debit,Credit Card,EXPENSE,Shopping,CROMA ELECTRONICS STORE,home appliance laptop monitor accessories,CROMA ELECTRONICS STORE home appliance laptop monitor accessories,9.985081825140798,EXPENSE::Shopping
TXN_C_000218,2025-10-18 21:48:00,CULT.FIT GYM MEMBERSHIP MUMBAI,Monthly elite fitness center membership ref:54185,3018.77,debit,UPI AutoPay,EXPENSE,Personal Care,CULT FIT GYM MEMBERSHIP MUMBAI,monthly elite fitness center membership,CULT FIT GYM MEMBERSHIP MUMBAI monthly elite fitness center membership,8.012935948528279,EXPENSE::Personal Care
TXN_C_000219,2025-06-17 02:25:00,SPOTIFY INDIA PREMIUM MUSIC,Individual music streaming monthly subscription,144.66,debit,Paytm,EXPENSE,Subscriptions,SPOTIFY INDIA PREMIUM MUSIC,individual music streaming monthly subscription,SPOTIFY INDIA PREMIUM MUSIC individual music streaming monthly subscription,4.981275138789769,EXPENSE::Subscriptions
TXN_C_000220,2025-07-16 07:28:00,POS CRED HDFC CARD BILL PAY,Monthly credit card outstanding bill payment,3783.45,transfer,Net Banking,TRANSFER,Credit Card Payment,CRED HDFC CARD BILL PAY,monthly credit card outstanding bill payment,CRED HDFC CARD BILL PAY monthly credit card outstanding bill payment,8.238655844877034,TRANSFER::Credit Card Payment
TXN_C_000221,2025-03-02 14:19:00,HOTSTAR DISNEY PLUS ANNUAL PUNE,Cricket IPL and movie streaming sub,373.55,debit,UPI,EXPENSE,Subscriptions,HOTSTAR DISNEY PLUS ANNUAL PUNE,cricket ipl and movie streaming sub,HOTSTAR DISNEY PLUS ANNUAL PUNE cricket ipl and movie streaming sub,5.925725305393892,EXPENSE::Subscriptions
TXN_C_000222,2025-12-20 03:40:00,MAX HEALTHCARE CLINIC DOCTOR,Outpatient specialist doctor consultation,2085.71,debit,Credit Card,EXPENSE,Healthcare,MAX HEALTHCARE CLINIC DOCTOR,outpatient specialist doctor consultation,MAX HEALTHCARE CLINIC DOCTOR outpatient specialist doctor consultation,7.643343941983571,EXPENSE::Healthcare
TXN_C_000223,2025-11-07 11:26:00,ICICI BANK SB INTEREST CREDIT MUMBAI,Savings account quarterly interest credit,2129.16,credit,Bank Credit,INCOME,Interest,ICICI BANK SB INTEREST CREDIT MUMBAI,savings account quarterly interest credit,ICICI BANK SB INTEREST CREDIT MUMBAI savings account quarterly interest credit,7.663952373253195,INCOME::Interest
TXN_C_000224,2025-11-02 02:33:00,IHMCL FASTAG TOLL PLAZA,National highway automated toll deduction,599.07,debit,FASTag Wallet,EXPENSE,Transport,IHMCL FASTAG TOLL PLAZA,national highway automated toll deduction,IHMCL FASTAG TOLL PLAZA national highway automated toll deduction,6.3970463150777865,EXPENSE::Transport
TXN_C_000225,2025-04-14 18:34:00,DMART AVENUE SUPERMARTS BANGALORE,In-store discounted FMCG household groceries ref:81781,7791.08,debit,Debit Card,EXPENSE,Groceries,DMART AVENUE SUPERMARTS BANGALORE,in store discounted fmcg household groceries,DMART AVENUE SUPERMARTS BANGALORE in store discounted fmcg household groceries,8.960863112210118,EXPENSE::Groceries
TXN_C_000226,2025-09-19 14:51:00,BILLDESK-BLINKIT COMMERCE GURGAON DELHI,Weekly fresh fruits vegetables eggs,1692.04,debit,UPI,EXPENSE,Groceries,BILLDESK BLINKIT COMMERCE GURGAON DELHI,weekly fresh fruits vegetables eggs,BILLDESK BLINKIT COMMERCE GURGAON DELHI weekly fresh fruits vegetables eggs,7.434281008552198,EXPENSE::Groceries
TXN_C_000227,2025-06-07 23:01:00,CRED-PAYTM WALLET TOPUP LOAD,Money transfer from bank account to wallet ref:70604,3527.45,transfer,Debit Card,TRANSFER,Other Transfer,CRED PAYTM WALLET TOPUP LOAD,money transfer from bank account to wallet,CRED PAYTM WALLET TOPUP LOAD money transfer from bank account to wallet,8.16861396001315,TRANSFER::Other Transfer
TXN_C_000228,2025-06-26 22:04:00,RAPIDO BIKE TAXI RIDE,Quick metro station last-mile commute,43.38,debit,UPI,EXPENSE,Transport,RAPIDO BIKE TAXI RIDE,quick metro station last mile commute,RAPIDO BIKE TAXI RIDE quick metro station last mile commute,3.792788917504448,EXPENSE::Transport
TXN_C_000229,2025-11-25 23:41:00,ZERODHA BROKING FUND ADD,UPI funds add to Demat trading account ref:33590,31105.42,transfer,Net Banking,TRANSFER,Investment,ZERODHA BROKING FUND ADD,upi funds add to demat trading account,ZERODHA BROKING FUND ADD upi funds add to demat trading account,10.345169507731573,TRANSFER::Investment
TXN_C_000230,2025-12-05 17:08:00,MAKEMYTRIP INDIA FLIGHTS HYD,Roundtrip domestic airline tickets flight,17495.97,debit,Net Banking,EXPENSE,Travel,MAKEMYTRIP INDIA FLIGHTS HYD,roundtrip domestic airline tickets flight,MAKEMYTRIP INDIA FLIGHTS HYD roundtrip domestic airline tickets flight,9.769783002063507,EXPENSE::Travel
TXN_C_000231,2025-01-02 00:19:00,CRED-URBAN COMPANY PLUMBER CARPENTER,Home tap repair carpentry maintenance,633.26,debit,Cash,EXPENSE,Other Expense,CRED URBAN COMPANY PLUMBER CARPENTER,home tap repair carpentry maintenance,CRED URBAN COMPANY PLUMBER CARPENTER home tap repair carpentry maintenance,6.452458965008627,EXPENSE::Other Expense
TXN_C_000232,2025-08-24 11:09:00,INDRAPRASTHA GAS IGL BILL,Piped cooking natural gas monthly bill,721.53,debit,Net Banking,EXPENSE,Bills & Utilities,INDRAPRASTHA GAS IGL BILL,piped cooking natural gas monthly bill,INDRAPRASTHA GAS IGL BILL piped cooking natural gas monthly bill,6.582758941615902,EXPENSE::Bills & Utilities
TXN_C_000233,2025-01-09 07:13:00,PHYSICSWALLAH COURSE FEE,Engineering exam prep test series ref:96533,3305.24,debit,UPI,EXPENSE,Education,PHYSICSWALLAH COURSE FEE,engineering exam prep test series,PHYSICSWALLAH COURSE FEE engineering exam prep test series,8.103566871027367,EXPENSE::Education
